O*NET-SOC Code,Alternate Title,Short Title,Source(s)
27-3042.00,Medical Technical Writer,missing,"04,06"
27-3042.00,Medical Writer,missing,"02,04,06,10"
27-3042.00,Narrative Writer,missing,02
27-3042.00,Process Description Writer,missing,"04,06"
27-3042.00,Proposal Coordinator,missing,"02,10"
27-3042.00,Proposal Writer,missing,"08,10"
27-3042.00,Report Writer,missing,"09,10"
27-3042.00,Requirements Analyst,missing,02
27-3042.00,Scientific Writer,missing,"04,06"
27-3042.00,Specifications Writer,missing,"04,06"
27-3042.00,Technical Communicator,missing,"02,04"
27-3042.00,Technical Content Professional,missing,08
27-3042.00,Technical Proposal Writer,missing,10
27-3042.00,Technical Publications Writer,missing,08
27-3042.00,Technical Writer,missing,"02,04,06,10"
27-3042.00,Technician Writer,missing,10
27-3042.00,UX Writer (User Experience Writer),UX Writer,10
27-3043.00,Advertisement Agency Copywriter (Ad Agency Copywriter),Ad Agency Copywriter,02
27-3043.00,Advertisement Copywriter (Ad Copywriter),Ad Copywriter,08
27-3043.00,Advertisement Writer (Ad Writer),Ad Writer,08
27-3043.00,Advertising Associate,missing,02
27-3043.00,Advertising Copywriter,missing,"02,04,08"
27-3043.00,Advertising Specialist,missing,08
27-3043.00,Advertising Writer,missing,02
27-3043.00,Article Writer,missing,10
27-3043.00,Author,missing,04
27-3043.00,Biographer,missing,"04,08"
27-3043.00,Blurb Writer,missing,08
27-3043.00,Business Writer,missing,08
27-3043.00,Communications Specialist,missing,02
27-3043.00,Content Creator,missing,10
27-3043.00,Content Developer,missing,10
27-3043.00,Content Writer,missing,08
27-3043.00,Copywriter,missing,"02,04"
27-3043.00,Creative Copywriter,missing,10
27-3043.00,Curriculum Writer,missing,10
27-3043.00,Digital Copywriter,missing,10
27-3043.00,Freelance Copywriter,missing,02
27-3043.00,Freelance Writer,missing,08
27-3043.00,Lyricist,missing,"04,08"
27-3043.00,Marketing Copywriter,missing,10
27-3043.00,Marketing Writer,missing,10
27-3043.00,Novelist,missing,"04,08"
27-3043.00,Online Content Developer,missing,08
27-3043.00,Playwright,missing,"04,08"
27-3043.00,Poet,missing,"04,08"
27-3043.00,Program Writer,missing,"04,08"
27-3043.00,Promotion Writer,missing,02
27-3043.00,Radio Scriptwriter,missing,"04,08"
27-3043.00,Screenwriter,missing,"04,08"
27-3043.00,Search Engine Optimization Copywriter (SEO Copywriter),SEO Copywriter,02
27-3043.00,Short Story Writer,missing,"04,08"
27-3043.00,Song Lyricist,missing,"04,08"
27-3043.00,Specification Writer,missing,10
27-3043.00,Television Writer,missing,"04,08"
27-3043.00,Verse Writer,missing,"04,08"
27-3043.00,Web Content Writer,missing,02
27-3043.00,Writer,missing,08
27-3043.05,Author,missing,"02,04,06,10"
27-3043.05,Blog Content Writer,missing,10
27-3043.05,Blog Writer,missing,10
27-3043.05,Blogger,missing,10
27-3043.05,Children's Author,missing,09
27-3043.05,Comic Book Writer,missing,09
27-3043.05,Comic Writer,missing,09
27-3043.05,Community Blogger,missing,10
27-3043.05,Content Writer,missing,10
27-3043.05,Continuity Writer,missing,"04,06,08"
27-3043.05,Creative Writer,missing,02
27-3043.05,Crossword Puzzle Maker,missing,"04,06"
27-3043.05,Documentary Storyteller,missing,10
27-3043.05,Dramatist,missing,"04,06"
27-3043.05,Editorial Writer,missing,08
27-3043.05,Fiction Prose Writer,missing,08
27-3043.05,Fiction Writer,missing,"02,04,06"
27-3043.05,Film Writer,missing,"04,06"
27-3043.05,Freelance Writer,missing,"02,04,06"
27-3043.05,Gag Writer,missing,"04,06"
27-3043.05,Game Author,missing,"04,06"
27-3043.05,Ghostwriter,missing,"04,06,10"
27-3043.05,Greeting Card Maker,missing,09
27-3043.05,Greeting Card Writer,missing,09
27-3043.05,Humorist,missing,"04,06,08"
27-3043.05,Librettist,missing,"02,04,06,08"
27-3043.05,Literary Writer,missing,"04,06"
27-3043.05,Lyricist,missing,02
27-3043.05,Magazine Writer,missing,"04,06"
27-3043.05,Movie Writer,missing,"04,06"
27-3043.05,Music Critic,missing,09
27-3043.05,Nonfiction Prose Writer,missing,08
27-3043.05,Nonfiction Writer,missing,02
27-3043.05,Novelist,missing,"02,04,06"
27-3043.05,Play Writer,missing,"04,06"
27-3043.05,Playwright,missing,"04,06,08"
27-3043.05,Poem Writer,missing,09
27-3043.05,Poet,missing,02
27-3043.05,Program Writer,missing,"04,06"
27-3043.05,Publications Writer,missing,"04,06"
27-3043.05,Radio Script Writer,missing,"04,06"
27-3043.05,Scenario Writer,missing,"04,06"
27-3043.05,Screen Writer,missing,"04,06,08"
27-3043.05,Screenplay Writer,missing,08
27-3043.05,Script Writer,missing,"04,06"
27-3043.05,Short Story Writer,missing,"04,06"
27-3043.05,Songwriter,missing,"02,09"
27-3043.05,Speech Writer,missing,"09,10"
27-3043.05,Sports Writer,missing,"04,06"
27-3043.05,Story Writer,missing,"04,06"
27-3043.05,Travel Writer,missing,"09,10"
27-3043.05,TV Script Writer (Television Script Writer),TV Script Writer,"04,06"
27-3043.05,TV Writer (Television Writer),TV Writer,"04,06"
27-3043.05,Verse Writer,missing,"04,06"
27-3043.05,Video Game Script Writer,missing,08
27-3043.05,Video Games Storywriter,missing,09
27-3043.05,Writer,missing,"02,10"
27-3091.00,American Sign Language Interpreter (ASL Interpreter),ASL Interpreter,"02,04,09"
27-3091.00,Arabic Translator,missing,09
27-3091.00,Bilingual Interpreter,missing,"02,10"
27-3091.00,Bilingual Secretary,missing,09
27-3091.00,Braille Transcriber,missing,02
27-3091.00,Braille Translator,missing,"04,06"
27-3091.00,Community Interpreter,missing,10
27-3091.00,Contract Translator,missing,10
27-3091.00,Court Interpreter,missing,"02,04,09,10"
27-3091.00,Cryptologic Linguist,missing,10
27-3091.00,Deaf Interpreter,missing,"02,04,06,08"
27-3091.00,Diplomatic Interpreter,missing,"02,04"
27-3091.00,Educational Interpreter,missing,02
27-3091.00,English Translator,missing,10
27-3091.00,Farsi Linguist,missing,10
27-3091.00,Foreign Language Interpreter,missing,09
27-3091.00,Freelance Translator,missing,02
27-3091.00,Interpreter,missing,"02,10"
27-3091.00,Language Interpreter,missing,10
27-3091.00,Language Translator,missing,"04,06"
27-3091.00,Linguist,missing,"02,10"
27-3091.00,Medical Interpreter,missing,"02,09,10"
27-3091.00,Paraprofessional Interpreter,missing,02
27-3091.00,Russian Linguist,missing,10
27-3091.00,School Sign Language Interpreter,missing,10
27-3091.00,Sign Language Interpreter,missing,"02,10"
27-3091.00,Sign Language Translator,missing,09
27-3091.00,Spanish Interpreter,missing,"02,09,10"
27-3091.00,Spanish Translator,missing,"02,10"
27-3091.00,Spanish-English Interpreter,missing,10
27-3091.00,Technical Translator,missing,"02,09"
27-3091.00,Translator,missing,"02,04,10"
27-3091.00,Vietnamese Interpreter,missing,10
27-3092.00,Certified Shorthand Reporter (CSR),CSR,02
27-3092.00,Court Monitor,missing,"02,10"
27-3092.00,Court Recorder,missing,"02,08"
27-3092.00,Court Recording Monitor,missing,"02,04,10"
27-3092.00,Court Reporter,missing,02
27-3092.00,Court Stenographer,missing,"02,04,09"
27-3092.00,Court Transcriber,missing,"04,06"
27-3092.00,Deposition Reporter,missing,"02,04"
27-3092.00,Digital Court Reporter,missing,02
27-3092.00,Electronic Court Recorder,missing,10
27-3092.00,Hearings Reporter,missing,"04,06"
27-3092.00,Judicial Reporter,missing,08
27-3092.00,Official Court Reporter,missing,02
27-3092.00,Realtime Captioner,missing,"04,10"
27-3092.00,Realtime Court Reporter,missing,02
27-3092.00,Recorder,missing,10
27-3092.00,Shorthand Reporter,missing,08
27-3092.00,Stenocaptioner,missing,"04,06,08"
27-3092.00,Stenographer,missing,"02,08,10"
27-3092.00,Stenotype Operator,missing,08
27-3092.00,Text Transcriber,missing,10
27-3092.00,Transcript Clerk,missing,10
27-3092.00,Voice Writing Reporter,missing,04
27-3099.00,Audience Coordinator,missing,09
27-3099.00,Audio-Visual Specialist,missing,"04,06"
27-3099.00,Continuity Manager,missing,"04,06"
27-3099.00,Graphologist,missing,"04,06,08"
27-3099.00,PA Announcer (Public Address Announcer),PA Announcer,04
27-3099.00,Reader,missing,08
27-3099.00,Script Manager,missing,"04,06"
27-3099.00,Stage Technician,missing,"04,06"
27-3099.00,Train Announcer,missing,04
27-3099.00,Train Caller,missing,04
27-4011.00,Audio Installer,missing,10
27-4011.00,Audio Technician,missing,"02,09"
27-4011.00,Audio Video Technician,missing,10
27-4011.00,Audio Visual Communications Systems Technician,missing,03
27-4011.00,Audio Visual Specialist (AV Specialist),AV Specialist,"02,10"
27-4011.00,AV Installation Tech (Audiovisual Installation Technician),AV Installation Tech,10
27-4011.00,AV Production Specialist (Audio Visual Production Specialist),AV Production Specialist,"04,06"
27-4011.00,AV Specialist (Audiovisual Specialist),AV Specialist,10
27-4011.00,AV Tech (Audio Visual Technician),AV Tech,"02,04,06,10"
27-4011.00,AV Tech (Audiovisual Technician),AV Tech,10
27-4011.00,Communications Equipment Operating Technician,missing,"04,06"
27-4011.00,Event AV Operator (Event Audio Visual Operator),Event AV Operator,04
27-4011.00,Event Crew Technician,missing,04
27-4011.00,Event Technician,missing,10
27-4011.00,Media Technician,missing,"02,09"
27-4011.00,"Music, Sound, and Light Technician",missing,09
27-4011.00,Operations Technician,missing,02
27-4011.00,Projector Operator,missing,"04,06"
27-4011.00,Service Technician (Service Tech),Service Tech,10
27-4011.00,Sight Effects Specialist,missing,08
27-4011.00,Sound Controller,missing,08
27-4011.00,Stage Technician,missing,08
27-4011.00,Stagehand,missing,02
27-4011.00,Theater Technician,missing,09
27-4011.00,Video Control Operator,missing,"04,06"
27-4011.00,Video Equipment Technician,missing,04
27-4011.00,Video Installer,missing,10
27-4011.00,Video Operator,missing,"04,06"
27-4011.00,Video Production Assistant,missing,04
27-4011.00,Video Production Specialist,missing,10
27-4011.00,Video Projection Technician,missing,10
27-4011.00,Video Technician,missing,"02,10"
27-4011.00,Video Teleconferencing Technician (VTC Tech),VTC Tech,10
27-4012.00,Audio Engineer,missing,"02,04,06"
27-4012.00,Audio Operator,missing,"04,06,08"
27-4012.00,Board Operator,missing,"02,04,06,10"
27-4012.00,Broadcast Engineer,missing,"02,04,06"
27-4012.00,Broadcast Maintenance Engineer,missing,"02,04"
27-4012.00,Broadcast Operations Engineer,missing,"02,04"
27-4012.00,Broadcast Operations Technician,missing,02
27-4012.00,Broadcast Technician,missing,02
27-4012.00,Color Technician,missing,04
27-4012.00,Control Engineer,missing,"04,06"
27-4012.00,Control Operator,missing,"02,04,06,08,10"
27-4012.00,Control Room Operator,missing,"04,06"
27-4012.00,Control Room Technician,missing,"04,06"
27-4012.00,Digital Production Assistant,missing,10
27-4012.00,Engineering Operator,missing,02
27-4012.00,Engineering Technician,missing,02
27-4012.00,Facsimile Operator,missing,"04,06"
27-4012.00,Master Control Engineer,missing,"04,06"
27-4012.00,Media Technician,missing,10
27-4012.00,Microphone Operator,missing,"04,06"
27-4012.00,Mixer Operator,missing,"04,06"
27-4012.00,News Gathering Technician,missing,08
27-4012.00,News Production Assistant,missing,10
27-4012.00,Operating Engineer,missing,02
27-4012.00,Operations Technician,missing,"02,10"
27-4012.00,Production Engineer,missing,02
27-4012.00,Production Technician (Production Tech),Production Tech,10
27-4012.00,Program Scheduler,missing,"04,06"
27-4012.00,Projection Engineer,missing,"04,06"
27-4012.00,Radio and Television Field Engineer,missing,08
27-4012.00,Radio Engineer,missing,"02,04,06"
27-4012.00,Radio Frequency Test Technician (Radio Frequency Test Tech),Radio Frequency Test Tech,10
27-4012.00,Radio Station Audio Engineer,missing,04
27-4012.00,Radio Station Engineer,missing,"04,06"
27-4012.00,Radio Technician,missing,"02,04,06"
27-4012.00,Records and Tape Recordings Engineer,missing,"04,06"
27-4012.00,Reliability Technician,missing,10
27-4012.00,Remote Broadcast Engineer,missing,"02,04"
27-4012.00,Signal Engineer,missing,"04,06"
27-4012.00,Sound Controller,missing,"04,06"
27-4012.00,Sound Effects Technician,missing,"04,06"
27-4012.00,Station Engineer,missing,04
27-4012.00,Studio Control Operator,missing,"04,06"
27-4012.00,Studio Coordinator,missing,10
27-4012.00,Studio Engineer,missing,"02,04,06"
27-4012.00,Studio Operation Engineer,missing,"04,06"
27-4012.00,Studio Technician,missing,"04,06,10"
27-4012.00,Technical Testing Engineer,missing,08
27-4012.00,Telecasting Engineer,missing,"04,06"
27-4012.00,Telecasting Technician,missing,"04,06"
27-4012.00,Telecine Operator,missing,"04,06,08"
27-4012.00,Television Audio Engineer,missing,04
27-4012.00,Television Engineer,missing,"04,06"
27-4012.00,Television Operator,missing,"04,06"
27-4012.00,Television Technician,missing,"04,08"
27-4012.00,Transmission Engineer,missing,"04,06"
27-4012.00,Transmission Operator,missing,"04,06"
27-4012.00,Transmitter Engineer,missing,"04,06"
27-4012.00,Transmitter Operator,missing,"04,06,08"
27-4012.00,TV Technician,missing,"02,04"
27-4012.00,Video Control Engineer,missing,"04,06"
27-4012.00,Video Operator,missing,08
27-4012.00,Video Production Assistant,missing,10
27-4012.00,Videotape Operator,missing,"02,08"
27-4012.00,Wire Photo Operator,missing,04
27-4014.00,Acoustical Consultant,missing,10
27-4014.00,Acoustical Engineer,missing,"04,06"
27-4014.00,Audio DSP Engineer (Audio Digital Signal Processor Engineer),Audio DSP Engineer,10
27-4014.00,Audio Engineer,missing,"02,08,10"
27-4014.00,Audio Operator,missing,02
27-4014.00,Audio Recording Engineer,missing,04
27-4014.00,Audio Video Engineer,missing,10
27-4014.00,Disc Recordist,missing,"04,06"
27-4014.00,Dub Room Engineer,missing,"02,04"
27-4014.00,Film Recordist,missing,"04,06"
27-4014.00,Film Sound Coordinator,missing,"04,06"
27-4014.00,Film Sound Engineer,missing,04
27-4014.00,Mastering Engineer,missing,02
27-4014.00,Mechanic Sound Technician (Mechanic Sound Tech),Mechanic Sound Tech,"04,06"
27-4014.00,Mechanical Sound Technician (Mechanical Sound Tech),Mechanical Sound Tech,"04,06"
27-4014.00,Mixer,missing,02
27-4014.00,Mixing Engineer,missing,02
27-4014.00,Mixing Operator,missing,10
27-4014.00,Mixing Technician (Mixing Tech),Mixing Tech,02
27-4014.00,Music Engineer,missing,09
27-4014.00,Music Producer,missing,02
27-4014.00,Musical Engineer,missing,09
27-4014.00,Play Back Operator,missing,"04,06"
27-4014.00,Producer,missing,02
27-4014.00,Public Address System Installer (PA System Installer),PA System Installer,"04,06"
27-4014.00,Public Address System Mechanic (PA System Mechanic),PA System Mechanic,"04,06"
27-4014.00,Public Address Technician (PA Tech),PA Tech,04
27-4014.00,Recording Engineer,missing,"02,04,06,08"
27-4014.00,Recordist,missing,"04,08"
27-4014.00,Rerecording Mixer,missing,"02,08"
27-4014.00,Sound Cutter,missing,"04,06"
27-4014.00,Sound Designer,missing,"04,09,10"
27-4014.00,Sound Editor,missing,"02,04,06"
27-4014.00,Sound Effects Technician (Sound Effects Tech),Sound Effects Tech,"04,08"
27-4014.00,Sound Engineer,missing,"02,04,06,10"
27-4014.00,Sound Engineering Technician (Sound Engineering Tech),Sound Engineering Tech,"02,04"
27-4014.00,Sound Equipment Mechanic,missing,"04,06"
27-4014.00,Sound Mixer,missing,"02,04,06,08,10"
27-4014.00,Sound Printer,missing,"04,06"
27-4014.00,Sound Recording Technician (Sound Recording Tech),Sound Recording Tech,"04,06"
27-4014.00,Sound Recordist,missing,10
27-4014.00,Sound Technician (Sound Tech),Sound Tech,02
27-4014.00,Theater Technician (Theater Tech),Theater Tech,"09,10"
27-4015.00,Dimmer Board Operator,missing,"04,08"
27-4015.00,Electrical Lighting Technician (ELT),ELT,08
27-4015.00,Entertainment Lighting Technician,missing,08
27-4015.00,Gaffer,missing,"04,08"
27-4015.00,Lamp Operator,missing,"04,08"
27-4015.00,Light Technician (Light Tech),Light Tech,10
27-4015.00,Lighting Controls Technician,missing,08
27-4015.00,Lighting Designer,missing,10
27-4015.00,Lighting Engineer,missing,10
27-4015.00,Lighting Operator,missing,08
27-4015.00,Lighting Service Technician (Lighting Service Tech),Lighting Service Tech,10
27-4015.00,Lighting Specialist,missing,10
27-4015.00,Lighting Technician (Lighting Tech),Lighting Tech,08
27-4015.00,Production Technician,missing,08
27-4015.00,Rigging Electrical Lighting Technician (RELT),RELT,08
27-4015.00,Set Lighting Technician (Set Lighting Tech),Set Lighting Tech,"08,10"
27-4015.00,Sound and Lighting Technician (Sound and Lighting Tech),Sound and Lighting Tech,10
27-4015.00,Spotlight Operator,missing,"04,08"
27-4015.00,Stage Electrician,missing,08
27-4015.00,Stage Lighting Technician,missing,08
27-4015.00,Theater Technician,missing,08
27-4015.00,Video Lighting Technician,missing,08
27-4021.00,Advertising Photographer,missing,"02,04,06"
27-4021.00,Aerial Photographer,missing,"04,06,08"
27-4021.00,Automotive Photographer,missing,10
27-4021.00,Biological Photographer,missing,"04,06,08"
27-4021.00,Biomedical Photographer,missing,09
27-4021.00,Commercial Photographer,missing,"02,09"
27-4021.00,Crime Scene Photographer,missing,09
27-4021.00,Digital Photographer,missing,09
27-4021.00,Event Photographer,missing,10
27-4021.00,Fashion Photographer,missing,09
27-4021.00,Finish Photographer,missing,08
27-4021.00,Food Photographer,missing,09
27-4021.00,Forensic Photographer,missing,09
27-4021.00,Freelance Photographer,missing,09
27-4021.00,Graduation Photographer,missing,02
27-4021.00,Industrial Photographer,missing,"02,04,06"
27-4021.00,Marine Photographer,missing,"04,06"
27-4021.00,Medical Photographer,missing,"04,06"
27-4021.00,Nature Photographer,missing,09
27-4021.00,Newborn Photographer,missing,10
27-4021.00,News Photographer,missing,"02,04,06,10"
27-4021.00,Newspaper Photographer,missing,02
27-4021.00,Newspaper Photojournalist,missing,"02,04"
27-4021.00,Ophthalmic Photographer,missing,08
27-4021.00,Photo Editor,missing,02
27-4021.00,Photo Journalist,missing,09
27-4021.00,Photo-Optics Technician,missing,08
27-4021.00,Photographer,missing,"02,08,10"
27-4021.00,Photographic Specialist,missing,09
27-4021.00,Photojournalist,missing,"02,04,06,08,10"
27-4021.00,Portrait Photographer,missing,"02,04,06"
27-4021.00,Preschool Photographer,missing,10
27-4021.00,Product Photographer,missing,10
27-4021.00,Real Estate Photographer,missing,10
27-4021.00,Sales Photographer,missing,10
27-4021.00,School Photographer,missing,"04,06,10"
27-4021.00,Scientific Photographer,missing,08
27-4021.00,Sports Photographer,missing,"02,09"
27-4021.00,Still Photographer,missing,08
27-4021.00,Street Photographer,missing,"04,06"
27-4021.00,Studio Photographer,missing,"02,09"
27-4021.00,Underwater Photographer,missing,09
27-4021.00,Vehicle Photographer,missing,10
27-4021.00,Wedding Photographer,missing,"04,06,10"
27-4021.00,Wildlife Photographer,missing,09
27-4031.00,Advanced Air Mobility Operator (AAM Operator),AAM Operator,01
27-4031.00,Advanced Air Mobility Pilot (AAM Pilot),AAM Pilot,01
27-4031.00,Advanced Air Mobility Technician (AAM Technician),AAM Technician,01
27-4031.00,Aerial Camera Operator,missing,01
27-4031.00,Animation Camera Operator,missing,08
27-4031.00,Camera Engineer,missing,"04,06"
27-4031.00,Camera Operator,missing,"02,08,10"
27-4031.00,Camera Person,missing,02
27-4031.00,Cameraman,missing,02
27-4031.00,Cinematographer,missing,"04,06,10"
